policy_id,policy_group_id,start_date,end_date,line_of_business,coverage_term_months,underwriting_year,currency,ifrs_model_type,status
POL11216151,GRP58842,2024-03-10,2024-12-05,Property,9,2024,USD,GMM,Cancelled
POL40218137,GRP41886,2024-08-16,2026-12-04,Health,28,2024,EUR,PAA,Cancelled
POL54815979,GRP08551,2018-07-06,2019-08-30,Motor,14,2018,EUR,GMM,Cancelled
POL34111256,GRP99130,2021-09-24,2024-03-12,Life,30,2021,USD,PAA,Expired
POL03700566,GRP36857,2022-11-02,2023-08-29,Health,10,2022,USD,GMM,Cancelled
POL65121799,GRP97059,2024-06-21,2026-10-09,Life,28,2024,USD,GMM,Expired
POL78898264,GRP93849,2020-12-15,2023-07-03,Motor,31,2020,EUR,PAA,Active
POL58306501,GRP14722,2021-10-21,2024-01-09,Property,27,2021,GBP,GMM,Expired
POL61297036,GRP75952,2025-10-31,2026-05-29,Health,7,2025,GBP,PAA,Cancelled
POL18868072,GRP24439,2021-09-13,2022-12-07,Motor,15,2021,EUR,GMM,Cancelled
POL90499454,GRP93003,2022-09-24,2025-04-11,Health,31,2022,GBP,PAA,Active
POL10330851,GRP40388,2021-01-16,2021-10-13,Life,9,2021,EUR,PAA,Active
POL59632897,GRP05505,2021-07-28,2023-03-20,Life,20,2021,GBP,GMM,Cancelled
POL88575557,GRP66629,2022-09-04,2025-08-19,Motor,36,2022,USD,PAA,Expired
POL95095140,GRP13236,2021-08-16,2024-01-03,Health,29,2021,USD,PAA,Cancelled
POL56267703,GRP62817,2025-02-25,2026-11-17,Property,21,2025,GBP,PAA,Cancelled
POL47958687,GRP23713,2023-08-12,2024-07-07,Property,11,2023,EUR,GMM,Cancelled
POL57733339,GRP44735,2021-06-15,2022-01-11,Property,7,2021,USD,PAA,Cancelled
POL84817590,GRP44854,2020-03-01,2021-11-21,Property,21,2020,GBP,GMM,Active
POL10306028,GRP42631,2019-11-07,2021-06-29,Life,20,2019,EUR,GMM,Cancelled
POL29863119,GRP28197,2022-12-17,2024-12-06,Life,24,2022,USD,GMM,Cancelled
POL11342547,GRP09967,2019-10-04,2022-03-22,Property,30,2019,USD,PAA,Active
POL08122476,GRP97751,2022-02-08,2023-02-03,Life,12,2022,GBP,GMM,Active
POL62655990,GRP21435,2025-01-05,2027-11-21,Motor,35,2025,GBP,PAA,Cancelled
POL20919659,GRP35622,2019-07-04,2021-01-24,Motor,19,2019,USD,GMM,Expired
POL26382287,GRP07329,2022-05-03,2022-10-30,Property,6,2022,GBP,GMM,Active
POL08973108,GRP00031,2022-03-23,2023-10-14,Motor,19,2022,USD,PAA,Active
POL57118649,GRP98613,2025-07-31,2027-09-19,Motor,26,2025,GBP,GMM,Expired
POL49038452,GRP16264,2024-07-18,2027-04-04,Health,33,2024,GBP,GMM,Active
POL37833192,GRP91601,2024-04-15,2025-07-09,Health,15,2024,USD,GMM,Expired
POL77168191,GRP99821,2018-06-08,2019-01-04,Property,7,2018,EUR,GMM,Active
POL23447307,GRP19921,2023-09-22,2025-04-14,Health,19,2023,GBP,GMM,Expired
POL96668400,GRP40054,2023-10-17,2024-12-10,Motor,14,2023,EUR,GMM,Expired
POL93643171,GRP70593,2025-12-12,2026-09-08,Life,9,2025,EUR,GMM,Cancelled
POL43339009,GRP52331,2023-08-14,2025-06-04,Life,22,2023,USD,PAA,Active
POL51860707,GRP98947,2022-10-28,2024-12-16,Property,26,2022,USD,GMM,Expired
POL11874854,GRP95011,2024-08-24,2027-03-12,Life,31,2024,GBP,PAA,Active
POL01792276,GRP27136,2022-10-26,2025-02-12,Motor,28,2022,EUR,GMM,Expired
POL56111637,GRP57634,2024-12-26,2027-03-16,Health,27,2024,USD,PAA,Cancelled
POL56279514,GRP83912,2022-12-21,2025-05-09,Property,29,2022,EUR,GMM,Active
POL15199973,GRP54955,2020-02-28,2020-11-24,Life,9,2020,EUR,PAA,Active
POL89882155,GRP99543,2021-11-17,2023-12-07,Motor,25,2021,USD,PAA,Cancelled
POL13228833,GRP21632,2025-11-13,2028-09-28,Motor,35,2025,EUR,GMM,Cancelled
POL62310331,GRP07647,2021-10-25,2023-03-19,Motor,17,2021,GBP,GMM,Expired
POL32465080,GRP38556,2018-07-01,2020-04-21,Life,22,2018,GBP,GMM,Cancelled
POL28907690,GRP35091,2019-12-28,2021-11-17,Motor,23,2019,EUR,GMM,Expired
POL52806517,GRP65070,2022-01-04,2024-07-22,Life,31,2022,GBP,PAA,Cancelled
POL50673903,GRP20680,2023-11-20,2025-10-10,Motor,23,2023,USD,GMM,Active
POL85335910,GRP60968,2020-01-16,2021-08-08,Motor,19,2020,EUR,PAA,Expired
POL81762818,GRP65886,2023-03-26,2024-08-17,Property,17,2023,GBP,PAA,Cancelled
POL06816624,GRP34912,2025-07-03,2027-11-20,Motor,29,2025,EUR,PAA,Expired
POL04806551,GRP71257,2024-09-16,2027-09-01,Motor,36,2024,GBP,PAA,Active
POL68646615,GRP33477,2025-04-24,2027-02-13,Life,22,2025,GBP,PAA,Expired
POL92798179,GRP88735,2023-04-21,2026-02-04,Life,34,2023,EUR,GMM,Expired
POL58148696,GRP90156,2025-03-02,2027-02-20,Property,24,2025,USD,PAA,Cancelled
POL17272592,GRP23669,2018-04-06,2019-07-30,Life,16,2018,USD,PAA,Expired
POL26809845,GRP93801,2020-01-12,2020-08-09,Health,7,2020,USD,PAA,Cancelled
POL41351147,GRP83882,2022-07-26,2023-01-22,Health,6,2022,USD,PAA,Cancelled
POL22997344,GRP42908,2025-12-04,2028-06-21,Life,31,2025,USD,PAA,Expired
POL78658054,GRP94184,2019-03-21,2021-04-09,Health,25,2019,EUR,GMM,Active
POL61368832,GRP33351,2021-08-13,2024-05-29,Life,34,2021,USD,GMM,Active
POL59485822,GRP70528,2019-11-06,2020-10-31,Motor,12,2019,GBP,PAA,Cancelled
POL10251351,GRP91881,2019-08-14,2021-11-01,Life,27,2019,GBP,PAA,Cancelled
POL89453411,GRP55621,2021-05-13,2023-03-04,Life,22,2021,GBP,GMM,Cancelled
POL98289075,GRP84083,2024-02-14,2025-12-05,Motor,22,2024,GBP,PAA,Active
POL47927219,GRP52913,2019-04-23,2020-01-18,Life,9,2019,USD,GMM,Expired
POL25032522,GRP51847,2018-09-07,2019-09-02,Property,12,2018,USD,PAA,Expired
POL29127159,GRP99415,2025-06-26,2027-01-17,Motor,19,2025,EUR,PAA,Expired
POL67361601,GRP00571,2020-12-27,2023-02-15,Health,26,2020,GBP,PAA,Active
POL26405101,GRP22586,2024-08-06,2026-10-25,Life,27,2024,USD,PAA,Cancelled
POL97473950,GRP43685,2025-09-17,2027-07-09,Property,22,2025,USD,PAA,Cancelled
POL15920874,GRP76796,2025-08-17,2028-07-02,Life,35,2025,GBP,PAA,Cancelled
POL12868342,GRP74571,2023-01-18,2024-12-08,Motor,23,2023,USD,GMM,Cancelled
POL63983028,GRP66756,2022-11-02,2024-08-23,Motor,22,2022,GBP,PAA,Active
POL26686118,GRP75020,2022-05-16,2025-03-01,Health,34,2022,EUR,PAA,Cancelled
POL88685960,GRP54549,2022-12-09,2023-07-07,Property,7,2022,EUR,GMM,Active
POL57548320,GRP81692,2018-01-24,2019-07-18,Life,18,2018,EUR,GMM,Expired
POL59898709,GRP80386,2024-09-02,2025-04-30,Life,8,2024,GBP,PAA,Active
POL06149140,GRP71582,2023-07-13,2024-06-07,Life,11,2023,USD,PAA,Expired
POL32087183,GRP89890,2024-04-29,2026-11-15,Property,31,2024,USD,PAA,Cancelled
POL15871267,GRP24493,2023-07-03,2026-02-17,Health,32,2023,USD,PAA,Cancelled
POL75557458,GRP11790,2025-09-08,2028-04-25,Health,32,2025,GBP,GMM,Cancelled
POL52716921,GRP24893,2018-09-24,2020-10-13,Motor,25,2018,GBP,PAA,Expired
POL19416747,GRP64753,2023-10-14,2025-02-05,Property,16,2023,GBP,GMM,Cancelled
POL80798832,GRP29823,2018-01-07,2020-01-27,Property,25,2018,EUR,GMM,Cancelled
POL45607614,GRP01804,2025-10-02,2027-03-26,Life,18,2025,USD,PAA,Cancelled
POL48337347,GRP62846,2022-01-01,2022-11-27,Motor,11,2022,USD,GMM,Expired
POL73868136,GRP67211,2020-03-07,2021-05-31,Property,15,2020,EUR,PAA,Cancelled
POL56868593,GRP33634,2022-09-13,2024-03-06,Motor,18,2022,GBP,GMM,Cancelled
POL27582079,GRP44320,2020-06-07,2022-06-27,Motor,25,2020,EUR,GMM,Cancelled
POL53670987,GRP80375,2020-09-25,2022-10-15,Motor,25,2020,GBP,PAA,Expired
POL42952556,GRP28110,2020-08-20,2021-08-15,Property,12,2020,USD,PAA,Expired
POL00558639,GRP99328,2025-09-08,2026-11-02,Motor,14,2025,USD,GMM,Cancelled
POL10713079,GRP80730,2019-07-16,2020-06-10,Life,11,2019,GBP,PAA,Active
POL38862339,GRP07997,2023-09-27,2026-08-12,Health,35,2023,EUR,GMM,Expired
POL91355028,GRP90952,2018-09-28,2020-01-21,Health,16,2018,USD,PAA,Active
POL05547475,GRP82261,2020-09-25,2022-09-15,Life,24,2020,USD,PAA,Cancelled
POL91147829,GRP92607,2018-03-08,2018-12-03,Property,9,2018,EUR,PAA,Expired
POL26030513,GRP21011,2018-09-19,2020-11-07,Motor,26,2018,EUR,GMM,Active
POL50620376,GRP73993,2024-04-12,2024-10-09,Property,6,2024,USD,GMM,Expired
POL34894995,GRP00554,2020-11-15,2022-03-10,Health,16,2020,USD,GMM,Expired
POL07203363,GRP59687,2021-11-09,2023-03-04,Property,16,2021,EUR,GMM,Cancelled
POL65684025,GRP51091,2018-08-17,2019-11-10,Health,15,2018,EUR,GMM,Active
POL61095412,GRP28386,2018-01-30,2020-10-16,Motor,33,2018,GBP,PAA,Active
POL06523313,GRP18591,2025-09-10,2028-07-26,Property,35,2025,EUR,PAA,Expired
POL63867982,GRP73126,2021-06-22,2022-02-17,Motor,8,2021,EUR,PAA,Expired
POL17854842,GRP74572,2020-01-20,2021-11-10,Health,22,2020,USD,PAA,Cancelled
POL78150735,GRP11279,2020-01-29,2022-09-15,Motor,32,2020,USD,GMM,Active
POL91588846,GRP21437,2022-08-08,2023-08-03,Motor,12,2022,EUR,PAA,Active
POL37991884,GRP96754,2024-10-30,2025-07-27,Life,9,2024,GBP,GMM,Active
POL10166396,GRP45819,2022-03-21,2022-12-16,Property,9,2022,USD,PAA,Active
POL03936732,GRP68127,2024-12-10,2027-11-25,Life,36,2024,GBP,GMM,Expired
POL50580511,GRP15329,2021-04-25,2021-12-21,Property,8,2021,EUR,PAA,Expired
POL90467125,GRP84476,2022-12-24,2024-12-13,Health,24,2022,GBP,GMM,Active
POL46357149,GRP07717,2021-12-31,2023-01-25,Life,13,2021,USD,PAA,Expired
POL23349480,GRP05946,2018-03-22,2018-10-18,Motor,7,2018,GBP,PAA,Cancelled
POL77128037,GRP37766,2021-01-23,2023-06-12,Health,29,2021,GBP,PAA,Active
POL15543950,GRP99382,2022-06-14,2023-07-09,Health,13,2022,GBP,GMM,Active
POL62720906,GRP21883,2022-10-25,2023-07-22,Life,9,2022,USD,GMM,Cancelled
POL32254022,GRP51163,2025-07-27,2028-03-13,Property,32,2025,EUR,GMM,Expired
POL44057076,GRP93308,2022-11-15,2024-09-05,Motor,22,2022,GBP,GMM,Expired
POL02687044,GRP52185,2019-02-27,2019-09-25,Motor,7,2019,GBP,PAA,Expired
POL43787907,GRP59531,2025-04-28,2028-03-13,Property,35,2025,GBP,GMM,Cancelled
POL32172447,GRP94038,2024-07-03,2025-08-27,Property,14,2024,GBP,GMM,Active
POL34093741,GRP69349,2024-06-05,2025-10-28,Life,17,2024,GBP,GMM,Active
POL52586668,GRP92439,2020-06-11,2021-03-08,Motor,9,2020,USD,PAA,Active
POL87945118,GRP56670,2018-03-07,2020-04-25,Life,26,2018,EUR,GMM,Active
POL79920154,GRP35894,2023-06-03,2025-07-22,Life,26,2023,GBP,GMM,Expired
POL89767395,GRP92123,2024-08-16,2025-10-10,Property,14,2024,GBP,PAA,Expired
POL31931147,GRP46056,2022-07-21,2024-01-12,Life,18,2022,USD,PAA,Expired
POL87976919,GRP32434,2020-11-29,2021-06-27,Life,7,2020,EUR,PAA,Expired
POL24310782,GRP08944,2018-04-12,2019-09-04,Health,17,2018,GBP,PAA,Active
POL20452685,GRP03969,2021-07-23,2024-03-09,Property,32,2021,EUR,PAA,Cancelled
POL07563962,GRP18100,2020-07-20,2021-08-14,Health,13,2020,GBP,PAA,Expired
POL58191161,GRP96495,2022-09-27,2025-02-13,Property,29,2022,EUR,PAA,Expired
POL74637506,GRP34619,2019-09-03,2022-06-19,Life,34,2019,EUR,GMM,Cancelled
POL92161131,GRP51492,2021-03-04,2022-06-27,Motor,16,2021,USD,GMM,Active
POL25744780,GRP64293,2022-04-01,2024-04-20,Property,25,2022,EUR,PAA,Active
POL44328682,GRP37258,2023-02-12,2024-02-07,Motor,12,2023,USD,GMM,Expired
POL42888780,GRP95124,2024-08-10,2026-06-01,Property,22,2024,GBP,GMM,Expired
POL84725563,GRP42593,2023-04-29,2023-11-25,Property,7,2023,USD,GMM,Cancelled
POL70483734,GRP21460,2019-04-15,2021-10-01,Property,30,2019,GBP,PAA,Expired
POL22095969,GRP52191,2025-03-22,2026-05-16,Motor,14,2025,EUR,PAA,Cancelled
POL97446164,GRP48873,2025-10-27,2026-10-22,Life,12,2025,EUR,PAA,Expired
POL83205278,GRP38062,2019-11-29,2021-04-22,Health,17,2019,USD,GMM,Active
POL96472029,GRP94556,2024-03-17,2026-12-02,Health,33,2024,EUR,GMM,Expired
POL11213348,GRP28656,2018-08-10,2019-05-07,Motor,9,2018,GBP,PAA,Cancelled
POL98951143,GRP36739,2023-11-09,2026-01-27,Motor,27,2023,USD,PAA,Active
POL81513641,GRP56086,2019-07-16,2021-03-07,Life,20,2019,EUR,GMM,Expired
POL37058414,GRP73952,2023-06-08,2024-08-31,Motor,15,2023,GBP,PAA,Cancelled
POL49602184,GRP77892,2018-09-07,2020-11-25,Health,27,2018,EUR,PAA,Active
POL68785808,GRP39416,2024-07-23,2026-08-12,Life,25,2024,USD,GMM,Expired
POL82525635,GRP06332,2021-03-13,2022-11-03,Motor,20,2021,USD,GMM,Active
POL36367238,GRP34697,2025-02-02,2027-05-23,Motor,28,2025,GBP,PAA,Cancelled
POL82722531,GRP27461,2022-10-15,2025-03-03,Motor,29,2022,GBP,GMM,Expired
POL02959156,GRP79227,2023-03-09,2024-03-03,Health,12,2023,USD,GMM,Cancelled
POL08805802,GRP57584,2025-01-14,2026-02-08,Property,13,2025,GBP,PAA,Expired
POL16919649,GRP85385,2022-06-14,2024-10-31,Life,29,2022,USD,PAA,Active
POL28786997,GRP22306,2023-06-24,2026-02-08,Motor,32,2023,EUR,GMM,Active
POL91240559,GRP96485,2025-01-06,2026-08-29,Motor,20,2025,GBP,GMM,Cancelled
POL65758685,GRP97308,2024-09-22,2027-06-09,Motor,33,2024,USD,PAA,Active
POL28207976,GRP07697,2021-06-16,2022-08-10,Life,14,2021,USD,PAA,Active
POL33249486,GRP78290,2018-07-15,2021-06-29,Motor,36,2018,EUR,GMM,Cancelled
POL48947490,GRP29178,2018-09-18,2020-03-11,Health,18,2018,EUR,GMM,Active
POL10670424,GRP89219,2019-11-18,2020-07-15,Health,8,2019,USD,GMM,Expired
POL10314143,GRP93077,2025-02-21,2027-04-12,Property,26,2025,EUR,GMM,Expired
POL54295149,GRP22451,2018-05-16,2018-11-12,Health,6,2018,EUR,GMM,Active
POL00220931,GRP28652,2020-05-13,2022-10-30,Life,30,2020,GBP,PAA,Expired
POL98091024,GRP59015,2019-10-11,2021-04-03,Health,18,2019,USD,PAA,Active
POL64763197,GRP41329,2019-09-16,2020-03-14,Health,6,2019,EUR,GMM,Cancelled
POL62815520,GRP55730,2023-07-28,2025-03-19,Health,20,2023,USD,PAA,Cancelled
POL32675122,GRP26562,2023-06-02,2024-10-24,Life,17,2023,USD,PAA,Active
POL04291309,GRP24912,2025-04-16,2027-01-06,Property,21,2025,GBP,GMM,Active
POL38792776,GRP42623,2018-06-02,2019-11-24,Motor,18,2018,USD,PAA,Cancelled
POL65007027,GRP85338,2020-11-16,2023-03-06,Life,28,2020,USD,GMM,Active
POL40627766,GRP74437,2025-12-11,2026-12-06,Life,12,2025,GBP,PAA,Expired
POL90992285,GRP34189,2021-11-02,2023-10-23,Health,24,2021,USD,GMM,Cancelled
POL40933905,GRP13134,2025-12-05,2027-12-25,Property,25,2025,USD,PAA,Expired
POL23007526,GRP59905,2023-07-09,2026-01-24,Property,31,2023,EUR,GMM,Cancelled
POL08047461,GRP02913,2020-01-12,2020-12-07,Life,11,2020,GBP,GMM,Expired
POL03478915,GRP14624,2024-04-06,2026-09-23,Life,30,2024,EUR,GMM,Active
POL78304486,GRP51110,2018-12-31,2020-04-24,Life,16,2018,USD,PAA,Active
POL76357877,GRP80560,2021-12-15,2024-09-30,Motor,34,2021,GBP,PAA,Active
POL61880608,GRP72573,2019-06-29,2020-10-21,Life,16,2019,USD,GMM,Cancelled
POL84885383,GRP76334,2018-06-10,2020-10-27,Health,29,2018,USD,PAA,Active
POL35327006,GRP65489,2021-02-27,2022-01-23,Motor,11,2021,USD,PAA,Cancelled
POL70768453,GRP27795,2021-11-30,2023-08-22,Life,21,2021,GBP,GMM,Expired
POL09697131,GRP57828,2024-10-20,2027-02-07,Health,28,2024,GBP,GMM,Cancelled
POL69469619,GRP01344,2020-08-07,2021-08-02,Motor,12,2020,EUR,PAA,Active
POL73514551,GRP01344,2019-04-18,2019-10-15,Life,6,2019,EUR,GMM,Expired
POL11522790,GRP85844,2024-07-10,2025-01-06,Motor,6,2024,USD,GMM,Expired
POL56326028,GRP20744,2020-08-29,2023-01-16,Health,29,2020,GBP,PAA,Expired
POL82149600,GRP31844,2018-07-12,2020-12-28,Property,30,2018,EUR,PAA,Cancelled
POL71626307,GRP19532,2022-01-28,2024-07-16,Health,30,2022,EUR,PAA,Cancelled
POL40821055,GRP73945,2021-04-27,2021-11-23,Motor,7,2021,USD,PAA,Active
POL85167465,GRP55922,2025-09-09,2027-01-02,Property,16,2025,EUR,PAA,Cancelled
POL64407915,GRP57710,2025-05-19,2028-03-04,Health,34,2025,USD,GMM,Cancelled
POL56151941,GRP71010,2023-05-13,2024-08-05,Life,15,2023,USD,GMM,Cancelled
POL44353629,GRP86179,2020-09-20,2022-08-11,Motor,23,2020,USD,PAA,Cancelled
POL92022836,GRP11169,2018-09-15,2019-07-12,Motor,10,2018,USD,PAA,Cancelled
POL58848873,GRP44683,2024-09-28,2026-04-21,Motor,19,2024,USD,GMM,Expired
POL80601363,GRP36273,2025-07-29,2027-07-19,Motor,24,2025,EUR,GMM,Expired
POL58347934,GRP73459,2024-04-25,2025-10-17,Motor,18,2024,EUR,PAA,Cancelled
POL79667371,GRP35981,2024-01-27,2024-11-22,Property,10,2024,EUR,PAA,Active
POL20562730,GRP61077,2021-01-19,2021-07-18,Life,6,2021,EUR,PAA,Active
POL54408620,GRP64182,2022-08-05,2025-06-20,Life,35,2022,USD,GMM,Active
POL58420045,GRP67604,2023-07-07,2025-03-28,Health,21,2023,GBP,GMM,Cancelled
POL70448725,GRP92610,2021-02-08,2023-10-26,Life,33,2021,EUR,GMM,Expired
POL71672746,GRP88165,2021-05-03,2023-07-22,Motor,27,2021,EUR,GMM,Cancelled
POL53945675,GRP26735,2019-07-30,2020-08-23,Motor,13,2019,GBP,GMM,Expired
POL66093867,GRP10501,2020-06-30,2023-01-16,Health,31,2020,USD,PAA,Expired
POL37007658,GRP20763,2018-02-07,2019-03-04,Property,13,2018,USD,PAA,Cancelled
POL44211747,GRP05594,2018-11-18,2020-07-10,Property,20,2018,GBP,PAA,Cancelled
POL40628760,GRP74842,2021-08-16,2023-10-05,Life,26,2021,GBP,GMM,Cancelled
POL91358448,GRP41914,2023-11-17,2024-10-12,Property,11,2023,USD,GMM,Cancelled
POL32771307,GRP31376,2019-10-12,2022-06-28,Property,33,2019,USD,PAA,Active
POL62081171,GRP18622,2020-10-29,2021-07-26,Property,9,2020,USD,GMM,Cancelled
POL66126570,GRP27237,2019-09-02,2020-04-29,Property,8,2019,EUR,PAA,Expired
POL10425388,GRP69389,2021-11-30,2022-12-25,Property,13,2021,USD,PAA,Active
POL66176611,GRP88921,2024-02-22,2025-10-14,Life,20,2024,EUR,GMM,Active
POL98246917,GRP34735,2020-09-16,2022-05-09,Property,20,2020,GBP,PAA,Active
POL37345300,GRP22291,2020-07-18,2023-01-04,Life,30,2020,EUR,GMM,Active
POL20893068,GRP50252,2025-10-20,2028-04-07,Motor,30,2025,USD,GMM,Cancelled
POL39886373,GRP19826,2018-07-17,2021-04-02,Motor,33,2018,EUR,GMM,Active
POL41303331,GRP62182,2023-08-20,2025-10-08,Property,26,2023,EUR,GMM,Active
POL58351333,GRP17774,2021-12-20,2023-11-10,Life,23,2021,USD,GMM,Expired
POL61715456,GRP21950,2022-07-13,2025-03-29,Motor,33,2022,EUR,GMM,Expired
POL66669543,GRP88440,2021-12-27,2024-10-12,Property,34,2021,EUR,GMM,Cancelled
POL57925150,GRP98031,2018-01-23,2020-05-12,Health,28,2018,GBP,GMM,Cancelled
POL02554867,GRP30397,2021-03-20,2024-02-03,Life,35,2021,GBP,PAA,Cancelled
POL32234637,GRP71900,2024-03-10,2026-05-29,Life,27,2024,EUR,PAA,Active
POL04934617,GRP73023,2022-11-18,2024-11-07,Life,24,2022,GBP,PAA,Active
POL83858049,GRP92556,2019-11-16,2020-12-10,Motor,13,2019,USD,GMM,Cancelled
POL88355583,GRP39175,2024-09-20,2027-03-09,Motor,30,2024,EUR,PAA,Cancelled
POL22131806,GRP96127,2022-03-04,2024-11-18,Property,33,2022,EUR,GMM,Cancelled
POL78973896,GRP15967,2021-01-07,2021-11-03,Life,10,2021,USD,GMM,Active
POL81816185,GRP28108,2024-07-29,2025-04-25,Property,9,2024,GBP,PAA,Active
POL31582367,GRP80040,2023-03-27,2025-07-14,Life,28,2023,GBP,PAA,Cancelled
POL15128762,GRP68213,2025-10-03,2026-12-27,Life,15,2025,EUR,PAA,Active
POL53939151,GRP37032,2023-08-01,2025-06-21,Life,23,2023,EUR,GMM,Active
POL23981476,GRP40848,2019-05-24,2019-11-20,Life,6,2019,USD,GMM,Expired
POL52317085,GRP74986,2025-09-04,2026-08-30,Property,12,2025,USD,GMM,Active
POL07963787,GRP39959,2019-04-01,2020-10-22,Life,19,2019,USD,GMM,Cancelled
POL76293411,GRP57268,2022-03-04,2023-06-27,Health,16,2022,GBP,GMM,Active
POL65140256,GRP47865,2020-10-05,2023-07-22,Health,34,2020,GBP,PAA,Expired
POL01321288,GRP04646,2025-07-30,2026-11-22,Health,16,2025,EUR,GMM,Expired
POL55653603,GRP55147,2019-12-04,2020-09-29,Property,10,2019,GBP,GMM,Active
POL48680413,GRP99728,2021-02-28,2023-12-15,Property,34,2021,EUR,GMM,Expired
POL59818210,GRP47083,2022-12-09,2025-02-26,Health,27,2022,GBP,PAA,Active
POL18362445,GRP68392,2020-01-11,2022-08-28,Health,32,2020,EUR,PAA,Active
POL99163026,GRP89510,2025-09-27,2028-05-14,Life,32,2025,EUR,GMM,Cancelled
POL00312131,GRP78190,2025-07-11,2028-04-26,Health,34,2025,USD,GMM,Active
POL17372161,GRP64857,2022-01-18,2023-12-09,Property,23,2022,GBP,PAA,Active
POL07252214,GRP77593,2023-03-23,2024-02-16,Motor,11,2023,USD,GMM,Active
POL63159500,GRP49792,2022-07-14,2024-05-04,Life,22,2022,EUR,PAA,Expired
POL56761835,GRP35302,2020-09-16,2022-10-06,Motor,25,2020,GBP,PAA,Cancelled
POL06435861,GRP08084,2020-01-25,2020-10-21,Property,9,2020,GBP,PAA,Cancelled
POL25383647,GRP28148,2025-01-03,2025-12-29,Health,12,2025,USD,GMM,Expired
POL15217102,GRP83095,2023-01-31,2024-03-26,Property,14,2023,EUR,PAA,Active
POL16589353,GRP48421,2024-02-08,2027-01-23,Property,36,2024,EUR,GMM,Expired
POL87940639,GRP98589,2020-10-23,2023-09-08,Life,35,2020,USD,PAA,Expired
POL24188783,GRP84526,2023-10-07,2024-10-31,Life,13,2023,USD,PAA,Expired
POL66813894,GRP00617,2024-11-27,2027-08-14,Motor,33,2024,EUR,PAA,Expired
POL64968605,GRP45877,2018-01-03,2020-09-19,Health,33,2018,EUR,GMM,Expired
POL93458213,GRP75392,2020-06-29,2022-10-17,Life,28,2020,GBP,PAA,Cancelled
POL27794256,GRP95442,2022-08-28,2024-02-19,Property,18,2022,GBP,GMM,Active
POL38881742,GRP70082,2025-05-24,2026-04-19,Motor,11,2025,USD,GMM,Cancelled
POL55219522,GRP18904,2018-08-03,2021-03-20,Motor,32,2018,USD,GMM,Active
POL37369187,GRP59552,2023-03-28,2023-10-24,Motor,7,2023,GBP,GMM,Expired
POL28037576,GRP45563,2020-10-07,2021-07-04,Life,9,2020,GBP,PAA,Expired
POL51972972,GRP39915,2025-02-27,2027-03-19,Property,25,2025,GBP,GMM,Cancelled
POL42732859,GRP88137,2024-12-10,2027-01-29,Motor,26,2024,EUR,PAA,Active
POL03832748,GRP24441,2024-06-22,2027-03-09,Life,33,2024,EUR,GMM,Cancelled
POL56527720,GRP62866,2020-12-30,2021-08-27,Health,8,2020,GBP,PAA,Active
POL86569054,GRP11938,2023-03-09,2025-11-23,Property,33,2023,EUR,GMM,Expired
POL85019574,GRP16573,2019-02-20,2020-12-11,Life,22,2019,GBP,GMM,Cancelled
POL80818248,GRP47145,2018-07-27,2019-01-23,Life,6,2018,GBP,GMM,Expired
POL88172002,GRP53564,2021-12-16,2023-08-08,Property,20,2021,GBP,PAA,Cancelled
POL20417277,GRP36557,2024-01-14,2024-12-09,Life,11,2024,USD,PAA,Expired
POL71147925,GRP18936,2021-07-11,2023-10-29,Life,28,2021,USD,GMM,Active
POL54709714,GRP27945,2018-12-30,2020-10-20,Motor,22,2018,GBP,GMM,Active
POL32133409,GRP33360,2025-06-10,2026-02-05,Life,8,2025,EUR,GMM,Active
POL23043143,GRP11043,2022-01-10,2024-09-26,Property,33,2022,GBP,PAA,Expired
POL07000420,GRP65457,2025-02-26,2028-02-11,Health,36,2025,GBP,PAA,Expired
POL19450414,GRP53356,2024-02-25,2027-01-10,Motor,35,2024,USD,PAA,Cancelled
POL93067694,GRP14477,2018-03-16,2020-11-30,Property,33,2018,EUR,PAA,Expired
POL20829243,GRP75173,2018-11-17,2019-12-12,Health,13,2018,EUR,GMM,Cancelled
POL68702585,GRP67893,2021-10-13,2023-08-04,Health,22,2021,GBP,GMM,Expired
POL04696146,GRP05555,2018-03-02,2019-05-26,Life,15,2018,USD,PAA,Expired
POL19709950,GRP01885,2021-08-21,2024-07-06,Property,35,2021,GBP,GMM,Active
POL57076829,GRP41779,2022-10-05,2025-07-21,Property,34,2022,EUR,PAA,Cancelled
POL88421909,GRP82744,2020-10-24,2022-02-16,Health,16,2020,GBP,GMM,Expired
POL51088862,GRP18903,2018-04-17,2021-03-02,Motor,35,2018,EUR,PAA,Active
POL95172420,GRP08624,2018-12-21,2021-04-09,Property,28,2018,USD,GMM,Cancelled
POL07916244,GRP00672,2023-02-24,2023-10-22,Motor,8,2023,USD,GMM,Cancelled
POL44880815,GRP73855,2020-06-15,2021-08-09,Health,14,2020,USD,GMM,Expired
POL38363514,GRP84650,2021-11-18,2022-07-16,Motor,8,2021,EUR,GMM,Cancelled
POL87742848,GRP04315,2021-11-06,2022-07-04,Life,8,2021,USD,PAA,Expired
POL76806185,GRP95944,2025-11-16,2028-09-01,Health,34,2025,USD,GMM,Active
POL91956592,GRP85667,2020-07-12,2022-08-01,Life,25,2020,EUR,PAA,Cancelled
